Date,Home,Score_H,Away,Score_A
12/13/2025,Howard,61,Hampton,57
12/13/2025,@Georgia St,77,Jacksonville St,73
12/13/2025,Delaware St,81,@Longwood,76
12/13/2025,@Louisiana Tech,65,Louisiana,44
12/13/2025,W Illinois,69,@North Dakota,66
12/13/2025,@Oral Roberts,97,Ecclesia,52
12/13/2025,@Portland St,94,George Fox,50
12/13/2025,@Oregon,104,UC Davis,62
12/13/2025,UC San Diego,93,Tulane,67
12/13/2025,@Alabama A&M,67,Ark Baptist,59
12/13/2025,DePaul,61,@Wichita St,58
12/13/2025,@Winthrop,101,Bob Jones,55
12/13/2025,Miami OH,79,@E Kentucky,69
12/13/2025,Tulsa,83,New Mexico St,70
12/13/2025,@Kentucky,72,Indiana,60
12/13/2025,Utah Valley,68,UC Santa Barbara,53
12/13/2025,@Northwestern,93,Jackson St,53
12/13/2025,@Seton Hall,81,Rutgers,59
12/13/2025,@Tennessee Tech,101,Bethel TN,69
12/13/2025,@Rice,77,Arkansas St,76
12/13/2025,@FL Atlantic,105,SUNY Albany,79
12/13/2025,Arkansas,93,Texas Tech,86
12/13/2025,Massachusetts,103,Florida St,95
12/13/2025,Michigan St,76,@Penn St,72
12/13/2025,Michigan,101,@Maryland,83
12/13/2025,Nebraska,83,@Illinois,80
12/13/2025,Mississippi,71,Southern Miss,67
12/13/2025,St Thomas MN,80,@UNC Asheville,59
12/13/2025,@South Carolina,71,Citadel,55
12/13/2025,@Missouri KC,102,Spurgeon,75
12/13/2025,CS Northridge,88,@Delaware,66
12/13/2025,@Belmont,87,IL Chicago,84
12/14/2025,@Iowa,91,W Michigan,51
12/14/2025,@Texas A&M,112,Jacksonville,75
12/14/2025,@New Mexico,75,FGCU,59
12/14/2025,@Radford,107,Coppin St,77
12/14/2025,@Campbell,69,Ball St,64
12/14/2025,Indiana St,70,@WI Milwaukee,68
12/14/2025,@East Carolina,73,Buffalo,70
12/14/2025,@Col Charleston,74,Charlotte,67
12/14/2025,@Iowa St,78,E Illinois,53
12/14/2025,@Wake Forest,111,Queens NC,73
12/14/2025,@Virginia Tech,82,MD E Shore,53
12/14/2025,@PFW,81,Detroit,77
12/14/2025,Chicago St,84,@Loyola-Chicago,75
12/14/2025,@Temple,95,St Francis PA,67
12/14/2025,@Fairfield,73,Monmouth NJ,65
12/14/2025,@Youngstown St,103,Thiel,52
12/14/2025,@Idaho,109,Evergreen St,55
12/14/2025,@Portland,88,Kent,78
12/14/2025,@USC,68,Washington St,61
12/14/2025,Boise St,68,St Mary's CA,67
12/14/2025,@Colorado St,104,N New Mexico,54
12/14/2025,@Cleveland St,96,Oakland City,52
12/14/2025,Appalachian St,86,High Point,78
12/14/2025,@Missouri,82,Bethune-Cookman,60
12/14/2025,@SIUE,97,Eureka,54
12/14/2025,@Minnesota,89,TX Southern,53
12/14/2025,@Vermont,66,Merrimack,59
12/14/2025,North Texas,58,@South Alabama,57
12/14/2025,Troy,86,@UAB,85
12/14/2025,@SE Missouri St,88,St Xavier IL,65
12/14/2025,@TN Martin,96,Champion Bap,52
12/14/2025,@Bradley,86,N Central IL,53
12/15/2025,@Samford,106,Bryan,51
12/15/2025,@Florida A&M,93,Albany GA,77
12/15/2025,@WKU,102,Campbellsville,59
12/15/2025,@VCU,84,Niagara,58
12/15/2025,@TCU,69,Incarnate Word,65
12/15/2025,East Texas A&M,70,@SE Louisiana,69
12/15/2025,@Alabama A&M,68,North Alabama,60
12/15/2025,McNeese St,78,@Houston Chr,68
12/15/2025,Wyoming,87,S Dakota St,72
12/15/2025,Wofford,83,@Gardner Webb,57
12/15/2025,@N Dakota St,101,MN Crookston,67
12/15/2025,@Stetson,95,Rhodes,76
12/15/2025,@Ark Pine Bluff,114,Ecclesia,64
12/16/2025,@Arizona,96,Abilene Chr,62
12/16/2025,@Arkansas,108,Queens NC,80
12/16/2025,@Bowling Green,76,Chicago St,55
12/16/2025,@BYU,93,Pacific,57
12/16/2025,@Clemson,68,South Carolina,61
12/16/2025,@Dayton,97,Florida St,69
12/16/2025,@Duke,97,Lipscomb,73
12/16/2025,@Georgia Tech,87,Marist,76
12/16/2025,Dartmouth,89,@Holy Cross,64
12/16/2025,@Kansas,73,Towson,49
12/16/2025,UTRGV,83,@Lamar,72
12/16/2025,@Miami FL,98,Florida Intl,81
12/16/2025,@Michigan St,92,Toledo,69
12/16/2025,@Mississippi St,87,LIU Brooklyn,83
12/16/2025,@Missouri St,63,Oral Roberts,62
12/16/2025,@Morehead St,78,Ark Little Rock,64
12/16/2025,@North Carolina,77,ETSU,58
12/16/2025,@Northwestern,86,Valparaiso,70
12/16/2025,@Rhode Island,62,Canisius,45
12/16/2025,@St John's,79,DePaul,66
12/16/2025,@Tennessee,83,Louisville,62
12/16/2025,@Texas Tech,101,N Colorado,90
12/16/2025,@Connecticut,79,Butler,60
12/16/2025,@MA Lowell,87,Sacred Heart,82
12/16/2025,Miami OH,83,@Wright St,76
12/16/2025,@Cal Baptist,75,Southern Univ,67
12/16/2025,@N Illinois,112,East-West,64
12/16/2025,@Delaware,65,Rider,57
12/16/2025,UC San Diego,67,@Loy Marymount,57
12/16/2025,@Denver,129,Col Springs,93
12/16/2025,@High Point,129,Mary Baldwin,47
12/16/2025,@IUPUI,126,Mia-Middletown,73
12/16/2025,@Texas,95,Le Moyne,53
12/16/2025,@Liberty,95,Midway,57
12/16/2025,@NE Omaha,105,York NE,58
12/16/2025,NC A&T,71,@UNC Greensboro,65
12/16/2025,@Ohio,89,Ohio Wesleyan,56
12/16/2025,SC Upstate,78,@S Carolina St,72
12/16/2025,Tarleton St,88,@MS Valley St,64
12/16/2025,@UC Riverside,95,Stanton,70
12/16/2025,Howard,74,@Drexel,66
12/16/2025,Montana St,83,@Cal Poly,80
12/16/2025,@Oklahoma,89,Missouri KC,67
12/16/2025,@UNC Asheville,83,Kentucky Chr,73
12/16/2025,Belmont,83,@Evansville,78
12/17/2025,@C Michigan,85,Olivet MI,65
12/17/2025,@Alabama,104,South Florida,93
12/17/2025,@Bellarmine,79,Chattanooga,64
12/17/2025,@Cincinnati,88,Alabama St,51
12/17/2025,@Colorado,84,Portland St,73
12/17/2025,@East Carolina,74,Presbyterian,53
12/17/2025,Washington St,78,E Washington,63
12/17/2025,@Elon,73,Richmond,70
12/17/2025,@Florida,102,St Francis PA,61
12/17/2025,@Florida A&M,72,Jacksonville,65
12/17/2025,South Alabama,96,@ULM,92
12/17/2025,Georgetown,78,@Marquette,69
12/17/2025,@MTSU,68,Kennesaw,67
12/17/2025,Quinnipiac,85,@Monmouth NJ,75
12/17/2025,@NC State,108,TX Southern,72
12/17/2025,@Nicholls St,79,Houston Chr,64
12/17/2025,Oakland,82,@N Kentucky,77
12/17/2025,@Old Dominion,77,James Madison,68
12/17/2025,Sam Houston St,85,@Oregon St,75
12/17/2025,@Pittsburgh,103,Binghamton,63
12/17/2025,@Robert Morris,80,Youngstown St,77
12/17/2025,@San Diego St,81,Air Force,58
12/17/2025,San Francisco,85,Loyola-Chicago,71
12/17/2025,@South Dakota,80,Dakota St,71
12/17/2025,@St Louis,112,Bethune-Cookman,53
12/17/2025,@SF Austin,69,TAM C. Christi,60
12/17/2025,@Syracuse,76,Mercyhurst,62
12/17/2025,Arkansas St,89,@Texas St,70
12/17/2025,@UCF,81,Mercer,63
12/17/2025,@UCLA,90,Arizona St,77
12/17/2025,@Vermont,83,Siena,69
12/17/2025,@Wake Forest,71,Longwood,68
12/17/2025,Creighton,98,@Xavier,57
12/17/2025,@New Hampshire,59,Stonehill,58
12/17/2025,@Wagner,78,MD E Shore,64
12/17/2025,@Stanford,76,UT Arlington,60
12/17/2025,Seattle,79,@UC Davis,78
12/17/2025,@Oregon,94,Portland,69
12/17/2025,@Gonzaga,98,Campbell,70
12/17/2025,@Cent Arkansas,102,Kansas Chr,47
12/17/2025,Santa Clara,63,North Texas,60
12/17/2025,@UAB,101,Cleveland St,77
12/17/2025,@Col Charleston,82,Citadel,78
12/17/2025,E Kentucky,62,@Jacksonville St,59
12/17/2025,@Tulane,61,Louisiana Tech,53
12/17/2025,@NC Central,96,Mid-Atlantic Chr,62
12/17/2025,@SC Upstate,98,S Wesleyan,63
12/17/2025,@Rice,94,SW Christian,47
12/17/2025,SUNY Albany,71,@Stony Brook,55
12/17/2025,Mississippi,80,Alabama A&M,66
12/17/2025,@Wichita St,84,Wofford,73
12/17/2025,@WI Green Bay,67,UC Santa Barbara,64
12/17/2025,MT Tech,82,@Montana,75
12/17/2025,@USC,97,UT San Antonio,70
12/17/2025,@Ark Pine Bluff,138,Champion Bap,73
12/17/2025,Vanderbilt,77,@Memphis,70
12/17/2025,@West Georgia,70,Brewton-Parker,49
12/17/2025,@Utah Valley,90,Weber St,74
12/17/2025,Northern Iowa,60,@IL Chicago,54
12/18/2025,@Charleston So,113,North Florida,90
12/18/2025,@Appalachian St,67,Coastal Car,49
12/18/2025,@Charlotte,81,Lafayette,67
12/18/2025,@E Illinois,76,SIUE,72
12/18/2025,@Lindenwood,92,W Illinois,76
12/18/2025,@Northern Arizona,65,Southern Utah,57
12/18/2025,@Oklahoma St,91,Missouri KC,79
12/18/2025,@St Joseph's PA,67,Delaware St,51
12/18/2025,Ark Little Rock,77,@Southern Indiana,62
12/18/2025,@Southern Miss,62,Louisiana,54
12/18/2025,@TCU,72,Oral Roberts,53
12/18/2025,@Tennessee Tech,85,SE Missouri St,74
12/18/2025,@Tennessee St,78,TN Martin,71
12/18/2025,@VCU,105,American Univ,83
12/18/2025,Fairfield,84,@Central Conn,70
12/18/2025,@Long Beach St,81,Pepperdine,78
12/18/2025,@CS Bakersfield,97,Nobel,66
12/18/2025,Furman,75,@Manhattan,68
12/18/2025,@Idaho St,80,MT Western,64
12/18/2025,@Gardner Webb,105,Toccoa Falls,65
12/18/2025,Hampton,84,Jackson St,77
12/18/2025,@North Dakota,90,Winthrop,88
12/18/2025,@William & Mary,96,Radford,83
12/18/2025,@Georgia,112,W Carolina,82
12/18/2025,Temple,68,@Davidson,63
12/18/2025,@UNC Asheville,89,Morris SC,56
12/18/2025,Grambling,80,Norfolk St,68
12/18/2025,@Lehigh,83,PSU-Hazleton,74
12/18/2025,@Ga Southern,90,Georgia St,67
12/18/2025,Illinois St,75,@S Illinois,68
12/18/2025,@Murray St,81,Drake,72
12/18/2025,Bradley,108,@Indiana St,99
12/19/2025,@Sacred Heart,85,Dartmouth,63
12/19/2025,@CS Northridge,88,La Sierra,53
12/19/2025,@F Dickinson,76,Lehman,42
12/19/2025,@Akron,93,E Michigan,72
12/19/2025,@Baylor,113,Alcorn St,56
12/19/2025,@BYU,85,Abilene Chr,67
12/19/2025,@California,97,Morgan St,50
12/19/2025,@Drexel,75,Mt St Mary's,67
12/19/2025,@High Point,84,La Salle,72
12/19/2025,@LSU,78,SE Louisiana,65
12/19/2025,@Navy,88,Coppin St,55
12/19/2025,Seton Hall,72,@Providence,67
12/19/2025,Belmont,84,@UC Irvine,58
12/19/2025,@UCLA,108,Cal Poly,87
12/19/2025,Tulsa,82,@WKU,81
12/19/2025,WI Milwaukee,88,S Dakota St,87
12/19/2025,Villanova,76,Wisconsin,66
12/19/2025,@Loy Marymount,91,North Alabama,57
12/19/2025,@Seattle,70,Washington,66
12/19/2025,San Diego,82,@UC San Diego,80
12/19/2025,Norfolk St,82,Jackson St,72
12/19/2025,@Towson,107,Notre Dame MD,60
12/19/2025,@Tarleton St,78,Florida A&M,54
12/19/2025,@St Mary's CA,88,FL Atlantic,75
12/19/2025,@Florida St,96,MS Valley St,49
12/19/2025,@S Carolina St,68,Brewton-Parker,54
12/19/2025,@Samford,85,Reinhardt,49
12/19/2025,Grambling,81,Hampton,72
12/20/2025,@Youngstown St,74,SC Upstate,65
12/20/2025,@Harvard,81,Holy Cross,53
12/20/2025,@Lindenwood,109,Harris-Stowe,52
12/20/2025,@Mercyhurst,82,Binghamton,61
12/20/2025,Georgia St,70,@Appalachian St,63
12/20/2025,Miami OH,86,@Ball St,77
12/20/2025,@Creighton,84,Marquette,63
12/20/2025,Liberty,64,@Dayton,61
12/20/2025,@Detroit,91,Siena Hts,60
12/20/2025,@Florida Intl,86,LIU Brooklyn,79
12/20/2025,Xavier,80,@Georgetown,77
12/20/2025,@Ga Southern,96,James Madison,92
12/20/2025,Houston,94,Arkansas,85
12/20/2025,@Indiana,78,Chicago St,58
12/20/2025,Iowa,94,Bucknell,39
12/20/2025,@Kansas St,106,South Dakota,76
12/20/2025,Louisiana,76,@ULM,62
12/20/2025,@Louisville,94,Montana,54
12/20/2025,@Niagara,81,Houghton,58
12/20/2025,@N Illinois,74,C Michigan,73
12/20/2025,Butler,61,Northwestern,58
12/20/2025,Bowling Green,68,@Ohio,58
12/20/2025,North Carolina,71,Ohio St,70
12/20/2025,Coastal Car,76,@Old Dominion,74
12/20/2025,Purdue,88,Auburn,60
12/20/2025,@Richmond,80,Citadel,56
12/20/2025,@Rutgers,70,Penn,69
12/20/2025,Morehead St,64,@Southern Indiana,60
12/20/2025,Arkansas St,93,@Southern Miss,86
12/20/2025,@St Bonaventure,92,Le Moyne,81
12/20/2025,Robert Morris,79,@St Francis PA,70
12/20/2025,Kentucky,78,St John's,66
12/20/2025,Stanford,77,Colorado,68
12/20/2025,@Syracuse,91,Northeastern,83
12/20/2025,SE Missouri St,91,@Tennessee St,82
12/20/2025,TN Martin,86,@Tennessee Tech,62
12/20/2025,@Texas St,67,South Alabama,65
12/20/2025,@Toledo,100,Lourdes,67
12/20/2025,@Troy,70,Marshall,63
12/20/2025,Kent,69,@Massachusetts,59
12/20/2025,@Utah,101,E Washington,77
12/20/2025,@Virginia,80,Maryland,72
12/20/2025,@Virginia Tech,82,Elon,81
12/20/2025,@Washington St,84,Mercer,78
12/20/2025,Buffalo,88,@W Michigan,71
12/20/2025,@Cal Baptist,74,CS Sacramento,67
12/20/2025,Texas Tech,82,Duke,81
12/20/2025,@TAM C. Christi,93,SW Adventist,36
12/20/2025,Jacksonville St,81,@ETSU,75
12/20/2025,@UCF,102,FGCU,80
12/20/2025,Iona,83,@Vermont,78
12/20/2025,@Pepperdine,84,Rice,62
12/20/2025,Utah Tech,82,@Weber St,80
12/20/2025,@Nevada,81,Boise St,66
12/20/2025,Grand Canyon,82,@Wyoming,70
12/20/2025,Arizona,68,San Diego St,45
12/20/2025,@Lipscomb,123,Blue Mtn,60
12/20/2025,Loyola-Chicago,80,Santa Clara,78
12/20/2025,Denver,86,@N Colorado,79
12/20/2025,@Georgia Tech,95,Lafayette,81
12/20/2025,NE Omaha,85,@Lamar,82
12/20/2025,Longwood,74,@NC Central,72
12/20/2025,@NC A&T,95,Mid-Atlantic Chr,55
12/20/2025,@Northwestern LA,108,Southern N.O.,55
12/20/2025,Michigan St,79,Oakland,70
12/20/2025,@Tulane,63,Portland St,61
12/20/2025,@Prairie View,100,Paul Quinn,64
12/20/2025,Howard,67,@UNC Wilmington,66
12/20/2025,@St Thomas MN,92,UC Riverside,78
12/20/2025,@Utah St,100,Colorado St,58
12/20/2025,@Mississippi St,71,Memphis,66
12/20/2025,@Utah Valley,109,Bethesda,48
12/20/2025,@New Mexico,88,San Jose St,65
12/20/2025,@UNLV,84,Fresno St,72
12/20/2025,@UTRGV,109,CBS-Houston,51
12/21/2025,@USC,102,UC Santa Cruz,63
12/21/2025,@Mt St Mary's,73,PSU-Brandywine,42
12/21/2025,Oregon St,78,@Arizona St,75
12/21/2025,@Baylor,111,Southern Univ,67
12/21/2025,Idaho,83,@Cal Poly,80
12/21/2025,@California,74,Columbia,56
12/21/2025,@Charlotte,88,IL Chicago,76
12/21/2025,Clemson,68,Cincinnati,65
12/21/2025,WI Milwaukee,81,@Cleveland St,71
12/21/2025,Connecticut,72,@DePaul,54
12/21/2025,@Drexel,74,Maine,56
12/21/2025,@Furman,84,Charleston So,76
12/21/2025,@George Mason,86,Loyola MD,79
12/21/2025,@Hofstra,74,Quinnipiac,66
12/21/2025,@Incarnate Word,90,Northern Arizona,66
12/21/2025,@Iowa St,91,Long Beach St,60
12/21/2025,Alabama,92,Kennesaw,81
12/21/2025,@Marist,70,Stony Brook,51
12/21/2025,@Miami FL,105,North Florida,67
12/21/2025,@Michigan,102,La Salle,50
12/21/2025,@MTSU,74,Cumberland TN,58
12/21/2025,@Navy,70,Rosemont,23
12/21/2025,@New Mexico St,87,Sam Houston St,78
12/21/2025,Col Charleston,85,@N Kentucky,74
12/21/2025,PFW,72,@Notre Dame,69
12/21/2025,@Oklahoma St,94,CS Fullerton,89
12/21/2025,NC State,76,Mississippi,62
12/21/2025,Pittsburgh,80,Penn St,46
12/21/2025,@Radford,97,VMI,90
12/21/2025,@San Francisco,94,Morgan St,64
12/21/2025,@SMU,99,Cent Arkansas,82
12/21/2025,@St Louis,93,New Hampshire,79
12/21/2025,@TCU,80,Florida A&M,56
12/21/2025,Vanderbilt,98,@Wake Forest,67
12/21/2025,@Monmouth NJ,76,Lehigh,62
12/21/2025,@Boston Univ,88,MA Lowell,76
12/21/2025,Gonzaga,91,Oregon,82
12/21/2025,@Manhattan,87,Presbyterian,81
12/21/2025,UC Davis,93,@Idaho St,83
12/21/2025,@Pacific,95,Nicholls St,82
12/21/2025,@Minnesota,78,Campbell,50
12/21/2025,@Florida,90,Colgate,60
12/21/2025,@Tennessee,94,Gardner Webb,52
12/21/2025,@South Florida,94,UMBC,69
12/21/2025,Norfolk St,72,@UTEP,71
12/21/2025,@Nebraska,78,North Dakota,55
12/21/2025,UC Irvine,74,N Dakota St,73
12/21/2025,@SF Austin,103,Dallas Univ,55
12/21/2025,Chattanooga,73,@Alabama A&M,66
12/21/2025,@Wichita St,88,E Kentucky,57
12/21/2025,Cornell,83,@SUNY Albany,75
12/21/2025,@UAB,72,UNC Asheville,47
12/21/2025,@Winthrop,107,Clinton JC,41
12/21/2025,@UNC Greensboro,131,VA-Lynchburg,53
12/21/2025,@Texas A&M,118,East Texas A&M,77
12/21/2025,Murray St,85,@Valparaiso,79
12/21/2025,@Illinois St,85,Indiana St,65
12/21/2025,Drake,66,@Evansville,65
12/21/2025,@Bradley,73,S Illinois,69
12/21/2025,@Delaware St,73,Holy Family,61
12/22/2025,UC Irvine,89,Norfolk St,70
12/22/2025,@UTEP,76,N Dakota St,66
12/22/2025,@Boston College,72,F Dickinson,61
12/22/2025,@Bowling Green,125,Siena Hts,66
12/22/2025,@BYU,109,E Washington,81
12/22/2025,@Buffalo,92,PSU-Behrend,63
12/22/2025,@Butler,101,NJIT,52
12/22/2025,@Creighton,92,Utah Tech,69
12/22/2025,@Duquesne,103,Canisius,59
12/22/2025,@Florida St,87,Jacksonville,63
12/22/2025,@G Washington,97,St Mary's MD,40
12/22/2025,@Georgetown,97,Coppin St,67
12/22/2025,@Grand Canyon,91,IUPUI,78
12/22/2025,@High Point,93,Bryant,47
12/22/2025,@Indiana,81,Siena,60
12/22/2025,@Kansas,90,Davidson,61
12/22/2025,Illinois,91,Missouri,48
12/22/2025,@North Carolina,99,East Carolina,51
12/22/2025,@Rhode Island,85,Northeastern,77
12/22/2025,Coastal Car,68,@St Joseph's PA,62
12/22/2025,@St Mary's CA,63,Northern Iowa,58
12/22/2025,@Syracuse,77,Stonehill,48
12/22/2025,@Texas,94,MD E Shore,71
12/22/2025,@Towson,72,Sacred Heart,47
12/22/2025,@VCU,100,Rider,79
12/22/2025,@Virginia,95,American Univ,51
12/22/2025,@West Virginia,86,MS Valley St,51
12/22/2025,SIUE,66,@W Illinois,61
12/22/2025,@Wisconsin,88,C Michigan,61
12/22/2025,@Wright St,70,E Michigan,64
12/22/2025,@CS Northridge,100,CS Sacramento,88
12/22/2025,@Fairfield,121,City Col NY,58
12/22/2025,@Fordham,65,New Haven,47
12/22/2025,@E Illinois,110,East-West,56
12/22/2025,@W Michigan,94,Defiance,57
12/22/2025,@North Texas,109,Oklahoma S&A,56
12/22/2025,Seattle,71,@UT San Antonio,68
12/22/2025,@Washington,86,San Diego,56
12/22/2025,UT Arlington,69,@Oral Roberts,57
12/22/2025,@San Diego St,121,Whittier,59
12/22/2025,@UC Santa Barbara,79,Portland,61
12/22/2025,@Memphis,88,Alabama St,67
12/22/2025,Abilene Chr,75,@TX Southern,68
12/22/2025,@Louisiana Tech,90,Dallas Chr,37
12/22/2025,@Tulsa,90,Denver,85
12/22/2025,@Elon,97,Greensboro,63
12/22/2025,@Ark Little Rock,98,Williams Bap,84
12/22/2025,@Massachusetts,91,MA Boston,40
12/22/2025,@Montana St,93,Northwest WA,54
12/22/2025,@Ohio,102,Miami-Hamilton,59
12/22/2025,@LSU,104,Prairie View,90
12/22/2025,@Arizona,107,Bethune-Cookman,71
12/22/2025,@Oklahoma,107,Stetson,54
12/22/2025,@Weber St,103,Lincoln CA,64
12/22/2025,@Temple,65,Princeton,61
12/22/2025,@Georgia,103,West Georgia,74
12/22/2025,@South Carolina,95,S Carolina St,70
12/22/2025,@Miami OH,135,Milligan,81
12/22/2025,@St Peter's,116,Centenary NJ,50
12/22/2025,@Wagner,74,Manor,57
12/22/2025,@Florida Intl,121,Trinity Jax,70
12/23/2025,@CS Bakersfield,64,Idaho,63
12/23/2025,@Army,95,Binghamton,85
12/23/2025,@Kentucky,99,Bellarmine,85
12/23/2025,@Loy Marymount,83,Morgan St,56
12/23/2025,@Missouri St,70,Lindenwood,65
12/23/2025,Villanova,64,@Seton Hall,56
12/23/2025,@St John's,85,Harvard,59
12/23/2025,@UCLA,97,UC Riverside,65
12/23/2025,UCF,85,FL Atlantic,80
12/23/2025,@Ohio St,89,Grambling,63
12/23/2025,@Marshall,102,WV Tech,52
12/23/2025,@Campbell,102,WI Green Bay,79
12/27/2025,@Duquesne,99,Cleary,49
12/27/2025,@Stanford,88,CS Northridge,80
12/27/2025,@UNC Wilmington,100,Columbia SC,56
12/28/2025,@Georgia Tech,89,Florida A&M,65
12/28/2025,@St Joseph's PA,87,Arcadia,65
12/28/2025,@Bryant,95,Worcester St,59
12/28/2025,@Texas Tech,87,Winthrop,57
12/28/2025,@Kansas St,94,ULM,85
12/28/2025,N Colorado,86,@Colorado,81
12/28/2025,@SMU,110,CS Fullerton,63
12/28/2025,@Boston College,72,Le Moyne,64
12/28/2025,@St Louis,114,Principia,33
12/28/2025,Charleston So,77,@Richmond,72
12/28/2025,@George Mason,83,Penn,79
12/28/2025,@South Dakota,85,Mt Marty,61
12/28/2025,Liberty,97,@Florida Intl,94
12/28/2025,@FGCU,84,Ft Lauderdale,43
12/28/2025,Columbia,90,@North Florida,82
12/28/2025,Harvard,78,@Colgate,69
12/28/2025,@Sam Houston St,117,CBS-Houston,57
12/28/2025,@Morehead St,115,Alice Lloyd,65
12/28/2025,@Georgia St,110,Columbia SC,72
12/28/2025,@Austin Peay,110,Fisk,59
12/28/2025,@UC Davis,108,Pacific Union,52
12/28/2025,@Wofford,88,Union KY,54
12/28/2025,@High Point,123,Pfeiffer,64
12/28/2025,@Longwood,92,Averett,49
12/28/2025,@Missouri KC,91,McPherson,78
12/28/2025,@Oregon,80,NE Omaha,57
12/28/2025,@Louisiana,63,Norfolk St,54
12/28/2025,@North Dakota,88,Dakota St,56
12/28/2025,@Presbyterian,91,Truett-McConnell,64
12/28/2025,@Radford,87,Shenandoah,44
12/28/2025,@UC San Diego,85,Stanton,62
12/28/2025,@Maryland,73,Old Dominion,58
12/28/2025,Washington St,67,@Portland,62
12/28/2025,Santa Clara,102,@Oregon St,64
12/28/2025,San Francisco,67,@Seattle,59
12/28/2025,St Mary's CA,78,@Loy Marymount,73
12/28/2025,@San Diego,66,Pacific,54
12/28/2025,Gonzaga,96,@Pepperdine,56
12/28/2025,@St Thomas MN,105,N Central MN,59
12/28/2025,@New Mexico St,104,Univ of Southwest,33
12/28/2025,@Mercer,122,Baptist FL,49
12/29/2025,@Iowa,90,MA Lowell,62
12/29/2025,@Auburn,106,Queens NC,65
12/29/2025,@Purdue,101,Kent,60
12/29/2025,@Houston,69,MTSU,60
12/29/2025,@Ball St,93,Earlham,30
12/29/2025,@Akron,115,Concord,64
12/29/2025,@UNLV,89,La Sierra,47
12/29/2025,@Washington,74,Utah,65
12/29/2025,@Iowa St,89,Houston Chr,61
12/29/2025,@Cincinnati,89,Lipscomb,62
12/29/2025,@Baylor,124,Arlington Bap,61
12/29/2025,@Wright St,88,Oakland,73
12/29/2025,Detroit,73,@Youngstown St,68
12/29/2025,N Kentucky,79,@Robert Morris,77
12/29/2025,@WI Milwaukee,77,PFW,55
12/29/2025,@Cleveland St,99,IUPUI,86
12/29/2025,Manhattan,74,@Rider,71
12/29/2025,@Oklahoma St,103,Bethune-Cookman,77
12/29/2025,@Georgia,89,LIU Brooklyn,74
12/29/2025,@Minnesota,60,F Dickinson,43
12/29/2025,@Alabama,102,Yale,78
12/29/2025,@TCU,115,Jackson St,64
12/29/2025,UNC Wilmington,87,@NC A&T,78
12/29/2025,@William & Mary,84,Towson,70
12/29/2025,@Col Charleston,72,Drexel,63
12/29/2025,@Hofstra,86,Campbell,72
12/29/2025,@Hampton,62,Stony Brook,59
12/29/2025,@Elon,103,Northeastern,91
12/29/2025,Lamar,76,@Northwestern LA,61
12/29/2025,New Orleans,85,@UTRGV,69
12/29/2025,SF Austin,75,@East Texas A&M,48
12/29/2025,@Utah Valley,73,Cal Baptist,66
12/29/2025,@Utah Tech,80,Southern Utah,66
12/29/2025,Tarleton St,69,@UT Arlington,63
12/29/2025,Missouri St,61,@Delaware,43
12/29/2025,@Louisiana Tech,75,UTEP,63
12/29/2025,@Jacksonville St,78,WKU,67
12/29/2025,Merrimack,80,@Sacred Heart,72
12/29/2025,@Binghamton,100,Elmira,60
12/29/2025,@Quinnipiac,64,Marist,58
12/29/2025,UMBC,93,@Coppin St,59
12/29/2025,St Peter's,70,@Fairfield,66
12/29/2025,@Mt St Mary's,66,Iona,59
12/29/2025,Nicholls St,76,@TAM C. Christi,71
12/29/2025,@Mississippi St,94,Alabama St,56
12/29/2025,@Florida,94,Dartmouth,72
12/29/2025,@Northern Arizona,112,Benedictine AZ,60
12/29/2025,@Illinois,90,Southern Univ,55
12/29/2025,@IL Chicago,102,IL Tech,64
12/29/2025,@Michigan,112,McNeese St,71
12/29/2025,@South Alabama,85,Mobile,52
12/29/2025,@Vanderbilt,96,New Haven,53
12/29/2025,@Penn St,90,NC Central,67
12/29/2025,@Texas A&M,111,Prairie View,82
12/29/2025,@Rutgers,65,Delaware St,50
12/29/2025,@LSU,90,Southern Miss,62
12/29/2025,@Michigan St,114,Cornell,97
12/29/2025,@Arizona,99,S Dakota St,71
12/29/2025,@Arkansas,103,James Madison,74
12/29/2025,@Mississippi,79,Alcorn St,43
12/29/2025,@Oklahoma,93,MS Valley St,69
12/29/2025,@NJIT,95,SUNY Canton,60
12/29/2025,@Northern Iowa,58,Valparaiso,48
12/29/2025,@Murray St,84,S Illinois,81
12/29/2025,Illinois St,73,@Drake,56
12/29/2025,@Bradley,76,Evansville,68
12/29/2025,@Indiana St,81,Belmont,80
12/29/2025,@South Florida,111,Georgia C&S,50
12/30/2025,@Creighton,89,Butler,85
12/30/2025,Seton Hall,79,@Marquette,73
12/30/2025,@Wisconsin,80,WI Milwaukee,60
12/30/2025,@North Carolina,79,Florida St,66
12/30/2025,@Miami FL,76,Pittsburgh,69
12/30/2025,Notre Dame,47,@Stanford,40
12/30/2025,Louisville,90,@California,70
12/30/2025,Wyoming,68,@Air Force,56
12/30/2025,@Incarnate Word,79,SE Louisiana,70
12/30/2025,@Toledo,84,W Michigan,79
12/30/2025,@E Michigan,80,Massachusetts,74
12/30/2025,Ohio,80,@C Michigan,64
12/30/2025,Miami OH,93,@Bowling Green,83
12/30/2025,@Morgan St,92,PSU-Brandywine,55
12/30/2025,Tennessee St,88,@Tennessee Tech,76
